Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageNetworkHandler,updateProfileList,Long Statement,The length of the statement "activeProfile=CommonUtils.isEmpty(cfg.getConfigProfileName()) ? null : site.getProject().getDataSourceRegistry().getNetworkProfile(cfg.getConfigProfileSource()`cfg.getConfigProfileName());" is 188.,211
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageNetworkHandler,updateProfileList,Long Statement,The length of the statement "if (CommonUtils.equalObjects(cfg.getConfigProfileName()`profile.getProfileName()) && CommonUtils.equalObjects(cfg.getConfigProfileSource()`profile.getProfileSource())) {" is 169.,211
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,ConnectionPageSettings,Long Statement,The length of the statement "this.substitutedViewDescriptor=DataSourceViewRegistry.getInstance().findView(DataSourceProviderRegistry.getInstance().getDataSourceProvider(driverSubstitution.getProviderId())`IActionConstants.EDIT_CONNECTION_POINT);" is 216.,102
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,activatePage,Complex Method,Cyclomatic complexity of the method is 8,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,createProviderPage,Complex Conditional,The conditional expression selection != null && selection.getShowClose() && confirmTabClose(selection) is complex.,244
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,createProviderPage,Complex Method,Cyclomatic complexity of the method is 10,244
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,createChevron,Long Statement,The length of the statement "final ToolItem toolItem=UIUtils.createToolItem(toolBar`CoreMessages.dialog_connection_network_add_tunnel_label`null`UIIcon.ADD`null);" is 133.,337
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,confirmTabClose,Long Statement,The length of the statement "final int decision=ConfirmationDialog.confirmAction(getShell()`ConfirmationDialog.INFORMATION`DBeaverPreferences.CONFIRM_DISABLE_NETWORK_HANDLER`ConfirmationDialog.CONFIRM`descriptor.getCodeName());" is 198.,367
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,getDialogPages,Complex Conditional,The conditional expression (!getDriver().isEmbedded() || CommonUtils.toBoolean(getDriver().getDriverParameter(DBConstants.DRIVER_PARAM_ENABLE_NETWORK_PARAMETERS))) && !CommonUtils.toBoolean(getDriver().getDriverParameter(DBConstants.DRIVER_PARAM_DISABLE_NETWORK_PARAMETERS)) is complex.,600
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,getDialogPages,Complex Method,Cyclomatic complexity of the method is 17,600
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,getDialogPages,Long Statement,The length of the statement "if ((!getDriver().isEmbedded() || CommonUtils.toBoolean(getDriver().getDriverParameter(DBConstants.DRIVER_PARAM_ENABLE_NETWORK_PARAMETERS))) && !CommonUtils.toBoolean(getDriver().getDriverParameter(DBConstants.DRIVER_PARAM_DISABLE_NETWORK_PARAMETERS))) {" is 254.,600
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,getDialogPages,Long Statement,The length of the statement "for ( NetworkHandlerDescriptor descriptor : NetworkHandlerRegistry.getInstance().getDescriptors(getActiveDataSource())) {" is 121.,600
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageSettings,showSubPage,Complex Conditional,The conditional expression selection != null && selection.getData() != subPage && selection.getData() instanceof ActiveWizardPage is complex.,694
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Complex Conditional,The conditional expression enabled || (command != null && enabled != command.isEnabled()) is complex.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Identifier,The length of the field CoreMessagesdialog_connection_edit_wizard_shell_cmd_directory_title is 67.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "Composite settingsGroup=UIUtils.createControlGroup(detailsGroup`CoreMessages.dialog_connection_events_settings_group`2`GridData.FILL_HORIZONTAL`0);" is 147.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "showProcessCheck=UIUtils.createCheckbox(settingsGroup`CoreMessages.dialog_connection_events_checkbox_show_process`false);" is 121.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "terminateCheck=UIUtils.createCheckbox(settingsGroup`CoreMessages.dialog_connection_events_checkbox_terminate_at_disconnect`false);" is 130.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "waitFinishTimeoutMs=UIUtils.createSpinner(settingsGroup`CoreMessages.dialog_connection_events_checkbox_wait_finish_timeout`0`DBRShellCommand.WAIT_PROCESS_TIMEOUT_FOREVER`DBRShellCommand.WAIT_PROCESS_TIMEOUT_MAX_SELECTION);" is 222.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "pauseAfterExecute=UIUtils.createLabelSpinner(settingsGroup`CoreMessages.dialog_connection_edit_wizard_shell_cmd_pause_label`CoreMessages.dialog_connection_edit_wizard_shell_cmd_pause_tooltip`0`0`Integer.MAX_VALUE);" is 214.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "workingDirectory=new TextWithOpenFolder(settingsGroup`CoreMessagesdialog_connection_edit_wizard_shell_cmd_directory_title);" is 123.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Long Statement,The length of the statement "VariablesHintLabel variablesHintLabel=new VariablesHintLabel(detailsGroup`CoreMessages.dialog_connection_edit_wizard_shell_cmd_variables_hint_label`CoreMessages.dialog_connection_edit_wizard_shell_cmd_variables_hint_title`DBPConnectionConfiguration.INTERNAL_CONNECT_VARIABLES);" is 277.,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 5,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 120,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 300,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,createControl,Magic Number,The method contains a magic number: 2,76
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionPageShellCommands,widgetSelected,Complex Conditional,The conditional expression enabled || (command != null && enabled != command.isEnabled()) is complex.,105
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,ConnectionTestDialog,Long Parameter List,The method has 5 parameters. ,45
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Long Statement,The length of the statement "UIUtils.createControlLabel(composite`CoreMessages.dialog_connection_test_label_server).setLayoutData(new GridData(GridData.VERTICAL_ALIGN_BEGINNING));" is 150.,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Long Statement,The length of the statement "UIUtils.createControlLabel(composite`CoreMessages.dialog_connection_test_label_driver).setLayoutData(new GridData(GridData.VERTICAL_ALIGN_BEGINNING));" is 150.,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Magic Number,The method contains a magic number: 3,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Magic Number,The method contains a magic number: 2,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Magic Number,The method contains a magic number: 300,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionTestDialog,createDialogArea,Magic Number,The method contains a magic number: 300,53
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Complex Method,Cyclomatic complexity of the method is 8,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Long Statement,The length of the statement "UIUtils.showMessageBox(getShell()`"Use credentials manager"`"Direct connection test is not available for shared connections.\nGo to shared credentials manager dialog."`SWT.ICON_WARNING);" is 186.,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Long Statement,The length of the statement "testDataSource.getPreferenceStore().setValue(ModelPreferences.META_SEPARATE_CONNECTION`SeparateConnectionBehavior.NEVER.name());" is 128.,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(CoreMessages.dialog_connection_wizard_start_dialog_interrupted_title`CoreMessages.dialog_connection_wizard_start_dialog_interrupted_message);" is 179.,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(CoreMessages.dialog_connection_wizard_start_dialog_error_title`msg`GeneralUtils.makeExceptionStatus(ex.getTargetException()));" is 164.,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(CoreMessages.dialog_connection_wizard_start_dialog_error_title`null`GeneralUtils.makeExceptionStatus(ex));" is 144.,155
.,org.jkiss.dbeaver.ui.dialogs.connection,ConnectionWizard,testConnection,Magic Number,The method contains a magic number: 50,155
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Long Statement,The length of the statement "Group group=UIUtils.createControlGroup(composite`CoreMessages.dialog_connection_edit_wizard_general_bootstrap_query_sql_label`2`GridData.FILL_BOTH`0);" is 150.,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Long Statement,The length of the statement "String sql=EditTextDialog.editText(getShell()`CoreMessages.dialog_connection_edit_wizard_general_bootstrap_query_sql_title`"");" is 127.,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Long Statement,The length of the statement "ignoreErrorButton=UIUtils.createCheckbox(composite`CoreMessages.dialog_connection_edit_wizard_general_bootstrap_query_ignore_error_lable`ignoreErrors);" is 151.,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Long Statement,The length of the statement "VariablesHintLabel variablesHintLabel=new VariablesHintLabel(composite`CoreMessages.dialog_connection_edit_wizard_shell_cmd_variables_hint_label`CoreMessages.dialog_connection_edit_wizard_shell_cmd_variables_hint_title`DBPConnectionConfiguration.INTERNAL_CONNECT_VARIABLES);" is 274.,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Long Statement,The length of the statement "variablesHintLabel.setResolver(new DataSourceVariableResolver(dataSourceDescriptor`dataSourceDescriptor.getConnectionConfiguration()));" is 135.,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 2,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 300,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 100,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 300,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 5,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,createDialogArea,Magic Number,The method contains a magic number: 2,64
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,widgetSelected,Long Statement,The length of the statement "String sql=EditTextDialog.editText(getShell()`CoreMessages.dialog_connection_edit_wizard_general_bootstrap_query_sql_title`"");" is 127.,104
.,org.jkiss.dbeaver.ui.dialogs.connection,EditBootstrapQueriesDialog,controlResized,Magic Number,The method contains a magic number: 2,141
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Complex Method,Cyclomatic complexity of the method is 9,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "Group miscGroup=UIUtils.createControlGroup(composite`CoreMessages.pref_page_ui_general_group_general`1`GridData.VERTICAL_ALIGN_BEGINNING`0);" is 140.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "showSystemObjects=UIUtils.createCheckbox(miscGroup`CoreMessages.dialog_connection_wizard_final_checkbox_show_system_objects`CoreMessages.dialog_connection_wizard_final_checkbox_show_system_objects_tip`navigatorSettings.isShowSystemObjects()`1);" is 244.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "showUtilityObjects=UIUtils.createCheckbox(miscGroup`CoreMessages.dialog_connection_wizard_final_checkbox_show_util_objects`CoreMessages.dialog_connection_wizard_final_checkbox_show_util_objects_tip`navigatorSettings.isShowUtilityObjects()`1);" is 242.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "showOnlyEntities=UIUtils.createCheckbox(miscGroup`CoreMessages.dialog_connection_wizard_final_checkbox_show_only_entities`CoreMessages.dialog_connection_wizard_final_checkbox_show_only_entities_tip`navigatorSettings.isShowOnlyEntities()`1);" is 240.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "mergeEntities=UIUtils.createCheckbox(miscGroup`CoreMessages.dialog_connection_wizard_final_checkbox_merge_entities`CoreMessages.dialog_connection_wizard_final_checkbox_merge_entities_tip`navigatorSettings.isMergeEntities()`1);" is 226.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionNavigatorSettingsDialog,createDialogArea,Long Statement,The length of the statement "hideFolders=UIUtils.createCheckbox(miscGroup`CoreMessages.dialog_connection_wizard_final_checkbox_hide_folders`CoreMessages.dialog_connection_wizard_final_checkbox_hide_folders_tip`navigatorSettings.isHideFolders()`1);" is 218.,55
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionPermissionsDialog,createDialogArea,Long Statement,The length of the statement "Button permButton=UIUtils.createCheckbox(composite`permission.getLabel()`permission.getDescription()`accessRestrictions.contains(permission)`1);" is 144.,41
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,EditConnectionWizard,Long Statement,The length of the statement "UIUtils.asyncExec(() -> EditConnectionDialog.openEditConnectionDialog(UIUtils.getActiveWorkbenchWindow()`getOriginalDataSource()`null`wizard -> wizard.setDriverSubstitution((DBPDriverSubstitutionDescriptor)event.getNewValue())));" is 229.,75
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addPages,Long Statement,The length of the statement "DataSourceViewDescriptor view=DataSourceViewRegistry.getInstance().findView(dataSource.getDriver().getProviderDescriptor()`IActionConstants.EDIT_CONNECTION_POINT);" is 163.,140
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addPages,Long Statement,The length of the statement "pageSettings.addSubPage(createPreferencePage(pageClientSettings`CoreMessages.dialog_connection_edit_wizard_connections`CoreMessages.dialog_connection_edit_wizard_connections_description));" is 188.,140
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addPages,Long Statement,The length of the statement "pageSettings.addSubPage(createPreferencePage(pageClientTransactions`CoreMessages.dialog_connection_edit_wizard_transactions`CoreMessages.dialog_connection_edit_wizard_transactions_description));" is 194.,140
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addPages,Long Statement,The length of the statement "addPreferencePage(new PrefPageMetaData()`CoreMessages.dialog_connection_edit_wizard_metadata`CoreMessages.dialog_connection_edit_wizard_metadata_description);" is 158.,140
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addPages,Long Statement,The length of the statement "addPreferencePage(new PrefPageErrorHandle()`CoreMessages.pref_page_error_handle_name`CoreMessages.pref_page_error_handle_description);" is 134.,140
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,addDataSourcePage,Long Statement,The length of the statement "for ( DataSourcePageDescriptor childPage : DataSourceViewRegistry.getInstance().getChildDataSourcePages(dataSource`page.getId())) {" is 131.,192
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,performFinish,Complex Method,Cyclomatic complexity of the method is 9,246
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,performFinish,Long Statement,The length of the statement "if (UIUtils.confirmAction(getShell()`CoreMessages.dialog_connection_edit_wizard_conn_change_title`NLS.bind(CoreMessages.dialog_connection_edit_wizard_conn_change_question`originalDataSource.getName()))) {" is 204.,246
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,checkLockPassword,Long Statement,The length of the statement "BaseAuthDialog dialog=new BaseAuthDialog(getShell()`CoreMessages.dialog_connection_edit_wizard_lock_pwd_title`true`false);" is 122.,315
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,checkLockPassword,Long Statement,The length of the statement "UIUtils.showMessageBox(getShell()`CoreMessages.dialog_connection_edit_wizard_bad_pwd_title`CoreMessages.dialog_connection_edit_wizard_bad_pwd_msg`SWT.ICON_ERROR);" is 162.,315
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,checkLockPassword,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError(CoreMessages.dialog_connection_edit_wizard_error_md5_title`CoreMessages.dialog_connection_edit_wizard_error_md5_msg`e);" is 157.,315
.,org.jkiss.dbeaver.ui.dialogs.connection,EditConnectionWizard,setPageDataSourceElement,Complex Method,Cyclomatic complexity of the method is 8,375
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionDialog,open,Long Statement,The length of the statement "DBWorkbench.getPlatformUI().showError("No active project"`"No active project` can't create new connection.\nActivate or create new project.");" is 142.,98
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionFromUrlDialog,createDialogArea,Magic Number,The method contains a magic number: 500,70
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionFromUrlDialog,getSuitableDrivers,Long Statement,The length of the statement "drivers.sort(Comparator.comparingInt(( DriverInfo info) -> info.driver.getPromotedScore()).thenComparing(( DriverInfo info) -> info.driver.getFullName()).reversed());" is 166.,162
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionFromUrlDialog,getSuitableDrivers,Long Statement,The length of the statement "return result.entrySet().stream().sorted(Comparator.comparing(x -> scores.get(x.getKey())`Comparator.reverseOrder())).collect(Collectors.toList());" is 147.,162
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,NewConnectionWizard,Long Statement,The length of the statement "UIUtils.asyncExec(() -> NewConnectionDialog.openNewConnectionDialog(UIUtils.getActiveWorkbenchWindow()`getActiveDataSource().getDriver()`getActiveDataSource().getConnectionConfiguration()`wizard -> wizard.setDriverSubstitution((DBPDriverSubstitutionDescriptor)event.getNewValue())));" is 283.,68
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,getDataSourceRegistry,Long Statement,The length of the statement "DBPProject project=initialDriver == null ? pageDrivers.getConnectionProject() : DBWorkbench.getPlatform().getWorkspace().getActiveProject();" is 140.,87
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,addPages,Long Statement,The length of the statement "for ( DBPDataSourceProviderDescriptor provider : DataSourceProviderRegistry.getInstance().getEnabledDataSourceProviders()) {" is 124.,134
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,addPages,Long Statement,The length of the statement "DataSourceViewDescriptor view=DataSourceViewRegistry.getInstance().findView(provider`IActionConstants.NEW_CONNECTION_POINT);" is 124.,134
.,org.jkiss.dbeaver.ui.dialogs.connection,NewConnectionWizard,performFinish,Long Statement,The length of the statement "DataSourceDescriptor dataSourceNew=new DataSourceDescriptor(dataSourceRegistry`dataSourceTpl.getId()`driver`dataSourceTpl.getConnectionConfiguration());" is 152.,214
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,PasswordChangeDialog,Long Parameter List,The method has 6 parameters. ,44
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Long Statement,The length of the statement "Text userNameText=UIUtils.createLabelText(credGroup`CoreMessages.dialog_password_change_username`passwordInfo.getUserName()`SWT.BORDER);" is 136.,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Long Statement,The length of the statement "Text oldPasswordText=UIUtils.createLabelText(credGroup`CoreMessages.dialog_password_change_old_password`passwordInfo.getOldPassword()`SWT.BORDER | SWT.PASSWORD);" is 161.,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Long Statement,The length of the statement "Text newPasswordText=UIUtils.createLabelText(credGroup`CoreMessages.dialog_password_change_new_password`""`SWT.BORDER | SWT.PASSWORD);" is 134.,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Long Statement,The length of the statement "Text verifyPasswordText=UIUtils.createLabelText(credGroup`CoreMessages.dialog_password_change_verify_password`""`SWT.BORDER | SWT.PASSWORD);" is 140.,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Magic Number,The method contains a magic number: 2,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Magic Number,The method contains a magic number: 2,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,createDialogArea,Magic Number,The method contains a magic number: 300,57
.,org.jkiss.dbeaver.ui.dialogs.connection,PasswordChangeDialog,updateButtons,Long Statement,The length of the statement "getButton(IDialogConstants.OK_ID).setEnabled(!CommonUtils.isEmpty(passwordInfo.getUserName()) && CommonUtils.equalObjects(passwordInfo.getNewPassword()`verifyText));" is 165.,93
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,AuthModelSelector,Long Statement,The length of the statement "modelConfigPlaceholder=UIUtils.createControlGroup(this`UIConnectionMessages.dialog_connection_auth_group`2`GridData.FILL_HORIZONTAL`0);" is 135.,67
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,AuthModelSelector,Long Statement,The length of the statement "UIPropertyConfiguratorDescriptor configDescriptor=UIPropertyConfiguratorRegistry.getInstance().getDescriptor(DBAAuthModel.class.getName());" is 139.,67
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,AuthModelSelector,Magic Number,The method contains a magic number: 2,67
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,loadSettings,Complex Conditional,The conditional expression (selectedAuthModel == null || !allAuthModels.contains(selectedAuthModel)) && !CommonUtils.isEmpty(defaultAuthModelId) is complex.,111
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,loadSettings,Long Statement,The length of the statement "this.allAuthModels=activeDataSource.getDriver() == DriverDescriptor.NULL_DRIVER ? DataSourceProviderRegistry.getInstance().getAllAuthModels() : DataSourceProviderRegistry.getInstance().getApplicableAuthModels(activeDataSource.getDriver());" is 239.,111
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,loadSettings,Long Statement,The length of the statement "this.allAuthModels.sort((Comparator<DBPAuthModelDescriptor>)(o1`o2) -> o1.isDefaultModel() ? -1 : o2.isDefaultModel() ? 1 : o1.getName().compareTo(o2.getName()));" is 162.,111
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,loadSettings,Long Statement,The length of the statement "if ((selectedAuthModel == null || !allAuthModels.contains(selectedAuthModel)) && !CommonUtils.isEmpty(defaultAuthModelId)) {" is 124.,111
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Complex Method,Cyclomatic complexity of the method is 15,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Long Statement,The length of the statement "Label authModelLabel=UIUtils.createControlLabel(modelConfigPlaceholder`UIConnectionMessages.dialog_connection_auth_group);" is 122.,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Long Statement,The length of the statement "authModelCombo.setToolTipText(selectedAuthModel == null ? "" : CommonUtils.notEmpty(selectedAuthModel.getDescription()));" is 121.,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Long Statement,The length of the statement "((Group)modelConfigPlaceholder).setText(authSelectorVisible ? UIConnectionMessages.dialog_connection_auth_group : UIConnectionMessages.dialog_connection_auth_group + " (" + selectedAuthModel.getName()+ ")");" is 207.,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Long Statement,The length of the statement "UIPropertyConfiguratorDescriptor uiConfiguratorDescriptor=UIPropertyConfiguratorRegistry.getInstance().getDescriptor(authModel);" is 128.,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Magic Number,The method contains a magic number: 3,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Magic Number,The method contains a magic number: 2,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,showAuthModelSettings,Magic Number,The method contains a magic number: 2,149
.,org.jkiss.dbeaver.ui.dialogs.connection,AuthModelSelector,widgetSelected,Long Statement,The length of the statement "authModelCombo.setToolTipText(selectedAuthModel == null ? "" : CommonUtils.notEmpty(selectedAuthModel.getDescription()));" is 121.,164
.,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,ClientHomesPanel,Long Statement,The length of the statement "Group infoGroup=UIUtils.createControlGroup(this`UIConnectionMessages.controls_client_homes_panel_group_information`2`GridData.VERTICAL_ALIGN_BEGINNING | GridData.FILL_HORIZONTAL`0);" is 181.,84
.,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,ClientHomesPanel,Long Statement,The length of the statement "idText=UIUtils.createLabelText(infoGroup`UIConnectionMessages.controls_client_homes_panel_label_id`null`SWT.BORDER | SWT.READ_ONLY);" is 132.,84
.,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,ClientHomesPanel,Long Statement,The length of the statement "pathText=UIUtils.createLabelText(infoGroup`UIConnectionMessages.controls_client_homes_panel_label_path`null`SWT.BORDER | SWT.READ_ONLY);" is 136.,84
.,org.jkiss.dbeaver.ui.dialogs.connection,ClientHomesPanel,ClientHomesPanel,Long Statement,The length of the statement "nameText=UIUtils.createLabelText(infoGroup`UIConnectionMessages.controls_client_homes_panel_label_name`null`SWT.BORDER | SWT.READ_ONLY);" is 136.,84
